"","word","count"
"4003","feet",2
"4004","scramo",1
"4005","midichoreograph",1
"4006","vpla",1
"4007","hobbi",11
"4008","cello",1
"4009","guitar",8
"4010","aquarium",1
"4011","burl",1
"4012","snail",2
"4013","apollo",1
"4014","chrdc",1
"4015","httpmllchapollohpcompeoplefredfredhtml",1
"4016","deepak",4
"4017","balakrishna",3
"4018","karnataka",1
"4019","region",10
"4020","surathk",1
"4021","specialis",1
"4022","profbrian",1
"4023","godfrei",1
"4024","ago",6
"4025","bharat",2
"4026","cute",1
"4027","chubbi",1
"4028","babi",3
"4029","weigh",1
"4030","pound",2
"4031","took",12
"4032","incident",2
"4033","divin",1
"4034","interfer",2
"4035","aishwarya",1
"4036","isnt",6
"4037","miniscul",1
"4038","dive",3
"4039","straight",2
"4040","bangalor",2
"4041","noth",9
"4042","krec",1
"4043","allconqu",1
"4044","somewher",4
"4045","indira",4
"4046","uddin",3
"4047","ned",1
"4048","karachi",1
"4049","pakistan",1
"4050","systemsappl",1
"4051","far",16
"4052","cricket",7
"4053","astronomi",4
"4054","million",4
"4055","grinzayd",2
"4056","necx",1
"4057","shop",7
"4058","damark",1
"4059","bore",5
"4060","grzegorz",2
"4061","czajkowski",2
"4062","secondyear",5
"4063","krakow",1
"4064","poland",2
"4065","administ",1
"4066","cucss",1
"4067","tsuneshi",4
"4068","hashimoto",4
"4069","tast",2
"4070","ensembl",1
"4071","hockei",7
"4072","heji",2
"4073","deyu",3
"4074","thirdyear",3
"4075","shanghai",5
"4076","sep",14
"4077","christian",20
"4078","evangel",1
"4079","mission",2
"4080","ichin",2
"4081","chen",29
"4082","aveapt",1
"4083","ea",2
"4084","sungdeh",1
"4085","taipeitaiwan",1
"4086","roc",2
"4087","nba",16
"4088","nctu",1
"4089","malik",1
"4090","systemssoftwar",1
"4091","tap",1
"4092","vidyaprakash",2
"4093","elcom",2
"4094","psg",1
"4095","coimbatoreindia",1
"4096","magic",9
"4097","carpet",2
"4098","colloqium",2
"4099","ncc",1
"4100","manageri",1
"4101","financ",3
"4102","applet",36
"4103","gamelan",9
"4104","chicker",1
"4105","wood",3
"4106","homeless",1
"4107","guidelin",6
"4108","pers",1
"4109","templat",5
"4110","dp",3
"4111","dpcvstxt",1
"4112","multim",1
"4113","vrc",1
"4114","hani",2
"4115","tibor",3
"4116","jaacutenosi",3
"4117","janwun",1
"4118","leejanwun",1
"4119","jiunhau",2
"4120","aptea",1
"4121","fnoalyln",1
"4122","dehsh",1
"4123","taipei",2
"4124","jerri",3
"4125","cscornelledu",1
"4126","jia",2
"4127","wang",21
"4128","sister",9
"4129","phonefax",1
"4130","suni",5
"4131","nankai",3
"4132","tianjin",2
"4133","barri",1
"4134","goldwat",1
"4135","scholar",8
"4136","bky",1
"4137","këgqtéìeëgqgé",1
"4138","hongkong",3
"4139","daili",18
"4140","cbnet",1
"4141","chinanet",1
"4142","stamp",2
"4143","cnd",3
"4144","cultur",5
"4145","laserdisccent",1
"4146","multilingu",1
"4147","ryan",2
"4148","movieplex",1
"4149","sceneri",3
"4150","entertain",12
"4151","hina",1
"4152","min",4
"4153","sheng",1
"4154","tian",2
"4155","di",2
"4156","liber",2
"4157","film",6
"4158","peterson",5
"4159","postcard",4
"4160","tourist",3
"4161","mandarin",1
"4162","cssa",1
"4163","ucla",5
"4164","navi",2
"4165","uniform",4
"4166","lowlevel",2
"4167","rant",1
"4168","purdu",5
"4169","west",10
"4170","lafayett",1
"4171","hillsboro",2
"4172","suburb",2
"4173","employ",9
"4174","revolut",5
"4175","sector",4
"4176","cornellopoli",1
"4177","encod",5
"4178","technologytechniqu",2
"4179","ol",2
"4180","opendoc",1
"4181","mfc",1
"4182","lotu",1
"4183","wordperfect",1
"4184","corel",1
"4185","shopper",1
"4186","macus",2
"4187","macweek",2
"4188","dalla",3
"4189","morn",2
"4190","knoxvil",1
"4191","newssentinel",1
"4192","latwp",1
"4193","nugget",1
"4194","rworld",1
"4195","orang",2
"4196","counti",2
"4197","chronicl",7
"4198","mercuri",1
"4199","globe",1
"4200","herald",1
"4201","telegram",1
"4202","visitor",44
"4203","fd",1
"4204","eb",1
"4205","javaen",4
"4206","scroll",1
"4207","multimediaand",1
"4208","spaceship",1
"4209","battl",1
"4210","crazi",3
"4211","actor",2
"4212","giel",1
"4213","juliaacuten",2
"4214","diacuteaz",2
"4215","hurtado",2
"4216","johnson",10
"4217","colombia",2
"4218","queacut",1
"4219","er",2
"4220","janeen",2
"4221","reich",1
"4222","join",24
"4223","instrument",6
"4224","jodi",2
"4225","shapiro",7
"4226","mae",1
"4227","automot",1
"4228","lowcost",2
"4229","desktop",5
"4230","videoconferenc",1
"4231","obvious",2
"4232","fbodi",3
"4233","camarosfirebird",1
"4234","doityourself",1
"4235","fuel",1
"4236","inject",1
"4237","efi",4
"4238","ground",6
"4239","dii",1
"4240","chevi",3
"4241","camaro",2
"4242","sold",3
"4243","ci",3
"4244","hypertech",1
"4245","flowmast",1
"4246","exhaust",3
"4247","hurst",1
"4248","shifter",1
"4249","wheel",1
"4250","kn",1
"4251","ford",3
"4252","mustang",2
"4253","lx",1
"4254","bought",2
"4255","accel",1
"4256","plug",1
"4257","motorsport",1
"4258","mm",2
"4259","mile",5
"4260","mph",1
"4261","mpg",1
"4262","zr",1
"4263","komissarchik",1
"4264","julian",2
"4265","pelenur",2
"4266","emilio",6
"4267","adress",1
"4268","summit",2
"4269","occup",3
"4270","fulltim",5
"4271","sparcstat",1
"4272","wfinger",1
"4273","cyberserv",1
"4274","df",4
"4275","fulfil",4
"4276","prvf",1
"4277","poss",1
"4278","achiev",14
"4279","innov",4
"4280","snarf",1
"4281","blast",2
"4282","capit",6
"4283","fp",1
"4284","fullcolorfullscreen",1
"4285","typetheori",1
"4286","bellcor",4
"4287","fineart",1
"4288","backcountri",3
"4289","publiclymaintain",1
"4290","hockeyequip",1
"4291","theatr",2
"4292","koichi",4
"4293","kamijo",4
"4294","english",14
"4295","japanes",4
"4296","sell",3
"4297","sale",3
"4298","hometown",4
"4299","muriel",1
"4300","karlfriedrich",2
"4301","diplinform",1
"4302","karlsruh",6
"4303","ext",2
"4304","gate",3
"4305","founder",1
"4306","sculptur",2
"4307","invis",1
"4308","cantilev",1
"4309","wright",1
"4310","fallingwat",1
"4311","tae",3
"4312","kwon",3
"4313","lindseth",1
"4314","climb",3
"4315","karr",3
"4316","htmljava",1
"4317","dissert",32
"4318","formula",1
"4319","assumeguarante",1
"4320","straightforward",3
"4321","desir",5
"4322","atyp",1
"4323","ultim",9
"4324","omit",1
"4325","unnecessari",3
"4326","cost",14
"4327","confid",1
"4328","harden",1
"4329","stem",1
"4330","promis",10
"4331","delai",7
"4332","prone",2
"4333","widearea",4
"4334","disconnect",3
"4335","temporarili",1
"4336","appar",4
"4337","dedic",5
"4338","suscept",1
"4339","lego",3
"4340","toi",5
"4341","puzzl",3
"4342","calcul",4
"4343","maa",1
"4344","dabnei",1
"4345","qualcomm",1
"4346","csc",5
"4347","hogman",3
"4348","enjoy",5
"4349","gameboard",1
"4350","lai",3
"4351","inventor",2
"4352","opengl",8
"4353","star",4
"4354","flame",3
"4355","conscienti",1
"4356","objector",1
"4357","arm",3
"4358","conflict",9
"4359","grand",2
"4360","gulf",1
"4361","war",4
"4362","lest",1
"4363","famou",3
"4364","essayist",1
"4365","anyhowi",1
"4366","argu",2
"4367","byron",1
"4368","wrote",23
"4369","unabomb",1
"4370","suspect",2
"4371","terrorist",1
"4372","soso",1
"4373","katherin",6
"4374","guo",11
"4375","multicast",19
"4376","sigop",6
"4377","connemara",1
"4378","rodrigu",1
"4379","antonio",4
"4380","sargento",1
"4381","brad",13
"4382","paulo",1
"4383","verisimo",1
"4384","lightweight",6
"4385","niagaraonthelak",1
"4386","takako",3
"4387","dalia",1
"4388","malki",1
"4389","academia",7
"4390","austin",473
"4391","tx",136
"4392","lisboa",2
"4393","pt",3
"4394","colorado",4
"4395","card",9
"4396","fashion",7
"4397","insur",4
"4398","horusth",1
"4399","totem",1
"4400","xkernel",1
"4401","arizona",4
"4402","tcktk",1
"4403","lbl",1
"4404","gun",4
"4405","consortium",4
"4406","beginn",2
"4407","httpd",2
"4408","ncsa",4
"4409","finder",2
"4410","mosaic",13
"4411","xmosaic",1
"4412","ftpncsauiucedu",1
"4413","webxmosa",1
"4414","infocernch",1
"4415","src",3
"4416","hotjava",2
"4417","oldindex",1
"4418","hpdc",1
"4419","ftc",3
"4420","srd",1
"4421","icdc",2
"4422","jsac",1
"4423","elsevi",1
"4424","motorola",7
"4425","amd",2
"4426","dell",3
"4427","ti",4
"4428","atlant",4
"4429","ucsd",3
"4430","advic",3
"4431","uk",4
"4432","hightech",1
"4433","inesc",1
"4434","copper",2
"4435","ski",12
"4436","resort",2
"4437","amazoncom",2
"4438","calvinamphobb",1
"4439","gourmet",2
"4440","cordon",1
"4441","bleucook",1
"4442","dessert",3
"4443","cjlutz",1
"4444","wwweb",1
"4445","tm",5
"4446","irc",1
"4447","hair",5
"4448","crew",3
"4449","diesel",1
"4450","guess",11
"4451","deng",1
"4452","shiji",1
"4453","cal",1
"4454","gilder",1
"4455","bmg",1
"4456","olymp",2
"4457","headlin",3
"4458","jun",6
"4459","wirefram",2
"4460","desgin",1
"4461","speific",1
"4462","react",1
"4463","cone",1
"4464","cube",2
"4465","cylind",1
"4466","tetra",1
"4467","toru",2
"4468","kaz",1
"4469","kazushi",1
"4470","ota",1
"4471","melcocojp",1
"4472","mitusbishi",1
"4473","acquaint",2
"4474","superhighwai",3
"4475","advert",2
"4476","kuenheng",2
"4477","grove",9
"4478","lidong",2
"4479","zhou",9
"4480","oasi",1
"4481","adag",1
"4482","ara",1
"4483","legion",3
"4484","sirac",1
"4485","kerbero",1
"4486","authent",5
"4487","ocaml",1
"4488","career",18
"4489","jobtrak",2
"4490","hunter",1
"4491","onlinejob",1
"4492","jobweb",1
"4493","mag",1
"4494","xjob",1
"4495","yingjun",1
"4496","fudan",3
"4497","classmat",8
"4498","resours",1
"4499","big",7
"4500","isso",1
"4501","sunris",2
"4502","edmund",2
"4503","automobil",3
"4504","buyer",3
"4505","autosit",1
"4506","auto",2
"4507","surviv",5
"4508","succe",2
"4509","hsian",2
"4510","ohiost",1
"4511","fangliaoa",1
"4512","southern",4
"4513","orwel",2
"4514","momentbas",1
"4515","amidon",1
"4516","transcrib",1
"4517","colloquim",1
"4518","audit",2
"4519","webspac",1
"4520","sinanetcom",1
"4521","movieweb",1
"4522","moviemania",1
"4523","bestsel",1
"4524","cd",3
"4525","bookstor",5
"4526","linux",31
"4527","kong",16
"4528","carlo",5
"4529","jump",4
"4530","cja",1
"4531","calanimag",1
"4532","alpha",6
"4533","totoro",2
"4534","laputa",1
"4535","castl",2
"4536","sky",4
"4537","nausicaa",2
"4538","vallei",7
"4539","conan",1
"4540","slump",1
"4541","kiki",1
"4542","legend",1
"4543","galact",3
"4544","hero",3
"4545","ming",1
"4546","uptown",1
"4547","libbi",2
"4548","fav",1
"4549","hit",7
"4550","counter",3
"4551","wedfri",1
"4552","luci",3
"4553","wu",6
"4554","pingpong",1
"4555","badminton",5
"4556","whiz",1
"4557","omg",1
"4558","silvano",1
"4559","lube",1
"4560","tune",5
"4561","ipatm",1
"4562","sap",1
"4563","icub",1
"4564","sco",1
"4565","sapient",1
"4566","chinachineserel",1
"4567","jobtrack",1
"4568","ir",2
"4569","artvark",1
"4570","mtv",1
"4571","caltech",1
"4572","cco",1
"4573","univsers",1
"4574","lowel",3
"4575","banyan",1
"4576","mulitimedia",1
"4577","nativ",3
"4578","commerc",3
"4579","kramer",1
"4580","mart",1
"4581","mateev",2
"4582","stanlei",3
"4583","sheldon",4
"4584","court",2
"4585","kentucki",2
"4586","horseback",1
"4587","cyberezum",1
"4588","bsdsourc",1
"4589","rfc",3
"4590","lynett",3
"4591","millett",3
"4592","participatori",1
"4593","deserv",2
"4594","highest",3
"4595","government",2
"4596","intrus",1
"4597","aclu",2
"4598","reno",2
"4599","cda",1
"4600","skit",1
"4601","parti",5
"4602","cat",11
"4603","femin",1
"4604","feminist",2
"4605","whenver",1
"4606","sentiment",1
"4607","doormat",1
"4608","prostitut",1
"4609","pgp",18
"4610","mishaal",3
"4611","kuwaiti",1
"4612","doubl",4
"4613","worcest",2
"4614","polytechn",3
"4615","coolest",3
"4616","temporari",3
"4617","bearaccess",1
"4618","menu",8
"4619","newgroup",7
"4620","kuwait",1
"4621","cooler",2
"4622","cann",1
"4623","festiv",3
"4624","kid",6
"4625","accus",1
"4626","nerd",1
"4627","almashan",1
"4628","yeah",5
"4629","quit",30
"4630","chanc",5
"4631","count",6
"4632","vote",5
"4633","poll",1
"4634","she",5
"4635","vitya",1
"4636","maria",3
"4637","cry",1
"4638","korbi",2
"4639","corbett",1
"4640","suck",3
"4641","nicknam",2
"4642","odonnel",2
"4643","eryn",1
"4644","crave",1
"4645","mb",9
"4646","stop",9
"4647","mom",11
"4648","lame",1
"4649","guttermouth",1
"4650","exchang",5
"4651","peic",1
"4652","bunch",8
"4653","spirit",3
"4654","harmoni",1
"4655","uh",1
"4656","reset",2
"4657","accuar",1
"4658","anyth",11
"4659","everybodi",6
"4660","nobuhiko",3
"4661","mukai",3
"4662","nichola",5
"4663","bw",1
"4664","pavel",1
"4665","naumov",1
"4666","cyberspac",3
"4667","cinema",2
"4668","pearson",12
"4669","perhap",6
"4670","crystal",1
"4671","molecul",1
"4672","lattic",1
"4673","ubiquit",1
"4674","heed",1
"4675","accomplish",5
"4676","character",5
"4677","protein",1
"4678","commod",3
"4679","widelyus",1
"4680","hide",3
"4681","neumann",4
"4682","dunten",1
"4683","kiewit",1
"4684","compcon",2
"4685","pillai",1
"4686","nearoptim",2
"4687","placement",8
"4688","vazirani",2
"4689","bipartit",2
"4690","fsttc",1
"4691","notic",17
"4692","polynomialtim",1
"4693","changemak",1
"4694","simd",3
"4695","irregularli",1
"4696","irregular",2
"4697","allerton",1
"4698","rsa",1
"4699","sac",2
"4700","todd",5
"4701","peskin",3
"4702","coop",6
"4703","bsmengmba",1
"4704","presid",6
"4705","acacia",2
"4706","brother",9
"4707","roll",1
"4708","junior",8
"4709","bdm",2
"4710","supplement",2
"4711","clientserv",4
"4712","espn",2
"4713","nhl",2
"4714","ticker",2
"4715","tape",1
"4716","borrow",1
"4717","kit",1
"4718","pierc",6
"4719","valentin",1
"4720","pl",2
"4721","citi",23
"4722","halfwai",1
"4723","harrisburg",1
"4724","outlet",2
"4725","madra",5
"4726","bernoulli",3
"4727","vijai",4
"4728","menon",3
"4729","interplai",2
"4730","vliw",3
"4731","necess",1
"4732","imperfectli",2
"4733","trivial",3
"4734","schloss",1
"4735","watson",4
"4736","datacentr",1
"4737","multilevel",2
"4738","aka",9
"4739","licens",3
"4740","handi",4
"4741","ralph",2
"4742","benzing",2
"4743","wer",1
"4744","sich",1
"4745","auf",1
"4746","seinen",1
"4747","lorbeeren",1
"4748","ausruht",1
"4749","traumlgt",1
"4750","sie",1
"4751","der",1
"4752","falschen",1
"4753","stell",1
"4754","stori",12
"4755","bsc",4
"4756","studienstiftung",1
"4757","deutschen",1
"4758","volk",1
"4759","fulbright",6
"4760","siemen",1
"4761","international",1
"4762","studentenkrei",1
"4763","cty",1
"4764","selftestingselfcorrect",1
"4765","recurr",2
"4766","sivakumar",2
"4767","selftest",1
"4768","bottleneck",2
"4769","boundedwidth",1
"4770","branch",6
"4771","latin",3
"4772","alexand",2
"4773","sundaram",1
"4774","jeyakumar",1
"4775","muthukumarasami",1
"4776","umakishor",1
"4777","ramachandran",9
"4778","gautam",1
"4779","shah",1
"4780","roderick",1
"4781","moten",1
"4782","laura",6
"4783","sabel",5
"4784","keith",10
"4785","perfect",8
"4786","elect",4
"4787","subcut",1
"4788","wdag",1
"4789","horizon",2
"4790","cow",1
"4791","strawberri",1
"4792","poptart",1
"4793","blowtorch",1
"4794","alpacanet",1
"4795","bobbi",1
"4796","jelli",2
"4797","belli",1
"4798","bean",3
"4799","bingo",2
"4800","zone",2
"4801","cash",2
"4802","draw",11
"4803","windowsbas",1
"4804","stratu",1
"4805","orbixisi",2
"4806","orbix",1
"4807","iona",1
"4808","sdk",1
"4809","basebal",5
"4810","alpin",1
"4811","rap",1
"4812","seena",2
"4813","cherangara",2
"4814","btech",4
"4815","engineeringtrivandrum",1
"4816","kerala",2
"4817","postprocess",2
"4818","artifact",2
"4819","reduct",4
"4820","aptgc",1
"4821","rosen",8
"4822","sharma",8
"4823","came",15
"4824","igmp",2
"4825","unicast",1
"4826","deploi",2
"4827","televis",4
"4828","sitn",1
"4829","microwav",1
"4830","stumbl",2
"4831","greatli",1
"4832","vxtreme",2
"4833","sigcomm",18
"4834","mix",6
"4835","navin",1
"4836","chaddha",1
"4837","avneesh",1
"4838","agarw",1
"4839","anoop",3
"4840","asilomar",1
"4841","membership",3
"4842","deer",3
"4843","fenner",1
"4844","niten",1
"4845","malhan",1
"4846","unpublish",4
"4847","preform",1
"4848","blur",1
"4849","speckl",1
"4850","affin",2
"4851","dct",1
"4852","subband",1
"4853","estmat",1
"4854","writen",1
"4855","machinesit",1
"4856","flavour",1
"4857","imagefram",2
"4858","width",1
"4859","ifram",1
"4860","nodisplai",1
"4861","filenam",1
"4862","putimageincanva",1
"4863","hate",2
"4864","motif",4
"4865","yacc",2
"4866","shell",5
"4867","widget",4
"4868","dummi",1
"4869","xevent",1
"4870","snooper",1
"4871","spy",2
"4872","replai",1
"4873","kludg",1
"4874","fool",2
"4875","xserver",2
"4876","fractal",1
"4877","dissalow",1
"4878","writep",1
"4879","claim",6
"4880","hors",3
"4881","hindi",2
"4882","tongu",1
"4883","sharm",1
"4884","shyness",1
"4885","sharmila",4
"4886","shy",2
"4887","actress",1
"4888","tagor",1
"4889","ealri",1
"4890","jewish",1
"4891","shim",2
"4892","youngsang",1
"4893","dryden",1
"4894","korean",5
"4895","irvin",6
"4896","acoust",3
"4897","piano",7
"4898","keyboard",3
"4899","stangetz",1
"4900","jobim",1
"4901","coltran",1
"4902","earl",1
"4903","klugh",1
"4904","pat",1
"4905","metheni",1
"4906","archemi",1
"4907","chopin",2
"4908","paradiso",1
"4909","french",12
"4910","kiss",1
"4911","miser",2
"4912","saigon",1
"4913","korea",7
"4914","anybodi",1
"4915","jazz",4
"4916","hana",1
"4917","melco",1
"4918","ra",3
"4919","junghwan",1
"4920","middl",4
"4921","victor",1
"4922","ha",2
"4923","kwanhong",1
"4924","jiyang",1
"4925","kang",1
"4926","webpag",4
"4927","supervisor",3
"4928","foremost",2
"4929","thirti",1
"4930","fairli",5
"4931","pivot",2
"4932","nist",3
"4933","cosponsor",1
"4934","expositori",1
"4935","mandar",5
"4936","mitra",5
"4937","degrad",2
"4938","expans",2
"4939","dualus",1
"4940","readabl",6
"4941","slowli",1
"4942","fluctuat",1
"4943","wisconsinmadison",3
"4944","cornelledu",1
"4945","forest",2
"4946","surround",1
"4947","oak",4
"4948","overcast",1
"4949","somehow",4
"4950","cant",12
"4951","bird",1
"4952","chirp",1
"4953","areof",1
"4954","respond",4
"4955","louder",1
"4956","nearbi",4
"4957","waterfally",1
"4958","gotta",1
"4959","wantedther",1
"4960","label",8
"4961","wormhol",2
"4962","shack",1
"4963","door",5
"4964","glass",3
"4965","pile",2
"4966","scatter",3
"4967","throughout",4
"4968","vagu",4
"4969","rhyme",1
"4970","glanc",4
"4971","tick",3
"4972","somewhat",5
"4973","cornerpresum",1
"4974","strang",5
"4975","hello",14
"4976","thin",1
"4977","mother",3
"4978","distinct",5
"4979","golden",7
"4980","red",9
"4981","elfin",1
"4982","seen",4
"4983","elflik",1
"4984","obviou",3
"4985","onceh",1
"4986","negropont",1
"4987","moron",1
"4988","gai",1
"4989","polit",8
"4990","twentiethcenturi",1
"4991","paus",1
"4992","obscur",1
"4993","tend",4
"4994","wear",5
"4995","purpl",2
"4996","turquois",1
"4997","silk",1
"4998","linen",1
"4999","ring",9
"5000","beaver",2
"5001","awai",6
"5002","silver",2
"5003","ocean",2
"5004","pewter",1
"5005","pentacl",1
"5006","neck",1
"5007","altogeth",1
"5008","neohippi",1
"5009","intellectualsound",1
"5010","occasion",8
"5011","nowadai",2
"5012","pointcast",1
"5013","anca",1
"5014","mosoiu",1
"5015","schwa",1
"5016","sh",1
"5017","oi",1
"5018","europ",2
"5019","inner",2
"5020","child",1
"5021","feh",2
"5022","coown",1
"5023","perri",2
"5024","finlei",1
"5025","anymor",4
"5026","dad",4
"5027","steelcas",1
"5028","kinda",1
"5029","cheesi",1
"5030","pyramid",3
"5031","pic",1
"5032","jet",1
"5033","hire",3
"5034","couldnt",3
"5035","ack",1
"5036","cuter",1
"5037","blurri",1
"5038","dreamer",1
"5039","dreamsaphex",1
"5040","lookin",2
"5041","ultra",2
"5042","setuup",1
"5043","ajai",1
"5044","manish",1
"5045","anuj",1
"5046","soni",1
"5047","dawson",1
"5048","pad",1
"5049","formscap",1
"5050","homebas",1
"5051","acri",1
"5052","ritu",1
"5053","hichori",1
"5054","estat",1
"5055","owego",1
"5056","sukhpal",2
